11,33,CMP2100,多彩１,イスラームの世界,青木　健,1,1,1,8201,1,2016年度以降1年次入学者対象科目,https://sy.rikkyo.ac.jp/timetable/slbssbdr.do?value(risyunen)=2016&value(semekikn)=1&value(kougicd)=FA106&value(crclumcd)=,2016
11,33,CMP2100,多彩１ 主総Ａ１,イタリアの文化とことば,深田　麻里亜,2,1,1,8201,1,nil,https://sy.rikkyo.ac.jp/timetable/slbssbdr.do?value(risyunen)=2016&value(semekikn)=1&value(kougicd)=FA138&value(crclumcd)=,2016
11,33,CMP1100,学び精神,キリスト教史に学ぶ多文化共生,藤崎　衛,1,1,1,8304,1,2016年度以降1年次入学者対象科目,https://sy.rikkyo.ac.jp/timetable/slbssbdr.do?value(risyunen)=2016&value(semekikn)=1&value(kougicd)=FH180&value(crclumcd)=,2016
11,33,CMP1100,学び精神,グローバル社会での平和構築,堀　芳枝,1,1,1,D401,1,2016年度以降1年次入学者対象科目,https://sy.rikkyo.ac.jp/timetable/slbssbdr.do?value(risyunen)=2016&value(semekikn)=1&value(kougicd)=FH165&value(crclumcd)=,2016
11,33,CMP2500,多彩５ 主総Ａ５,情報科学Ａ,小島　彰太,1,1,1,D301,1,2006年度以降1年次入学者対象科目,https://sy.rikkyo.ac.jp/timetable/slbssbdr.do?value(risyunen)=2016&value(semekikn)=1&value(kougicd)=FE124&value(crclumcd)=,2016
11,33,CMP2500,多彩５ 主総Ａ５,数学の世界,長島　忍,1,1,1,N221,2,nil,https://sy.rikkyo.ac.jp/timetable/slbssbdr.do?value(risyunen)=2016&value(semekikn)=1&value(kougicd)=FE001&value(crclumcd)=,2016
11,33,CMP2500,多彩５ 主総Ａ５,数学の世界,青木　昇,2,1,1,X204,1,nil,https://sy.rikkyo.ac.jp/timetable/slbssbdr.do?value(risyunen)=2016&value(semekikn)=1&value(kougicd)=FE101&value(crclumcd)=,2016
11,33,CMP1220,スポーツ,スポーツスタディ２(セルフケア・エクササイズ),大石　友子,1,1,1,NTE1,2,nil,https://sy.rikkyo.ac.jp/timetable/slbssbdr.do?value(risyunen)=2016&value(semekikn)=1&value(kougicd)=FI701&value(crclumcd)=,2016
11,33,CMP1220,スポーツ,スポーツスタディ２(トレーニング),岡田　純一,1,1,1,PB12,1,nil,https://sy.rikkyo.ac.jp/timetable/slbssbdr.do?value(risyunen)=2016&value(semekikn)=1&value(kougicd)=FI727&value(crclumcd)=,2016
11,33,CMP1220,スポーツ,スポーツスタディ２(トレーニング),岡田　純一,2,1,1,PB12,1,nil,https://sy.rikkyo.ac.jp/timetable/slbssbdr.do?value(risyunen)=2016&value(semekikn)=1&value(kougicd)=FI760&value(crclumcd)=,2016
11,33,CMP2400,多彩４ 主総Ａ４,スポーツと文化,高峰　修,2,1,1,N312,2,nil,https://sy.rikkyo.ac.jp/timetable/slbssbdr.do?value(risyunen)=2016&value(semekikn)=1&value(kougicd)=FD015&value(crclumcd)=,2016
11,33,CMP2500,多彩５ 主総Ａ５,都市と自然,山口　知成,2,1,1,4402,1,nil,https://sy.rikkyo.ac.jp/timetable/slbssbdr.do?value(risyunen)=2016&value(semekikn)=1&value(kougicd)=FE129&value(crclumcd)=,2016
11,33,CMP2400,多彩４ 主総Ａ４,パーソナリティの心理,清水　裕,2,1,1,5122,1,nil,https://sy.rikkyo.ac.jp/timetable/slbssbdr.do?value(risyunen)=2016&value(semekikn)=1&value(kougicd)=FD106&value(crclumcd)=,2016
11,33,CMP2100,多彩１,仏教の世界,宮　信明,1,1,1,D201,1,2016年度以降1年次入学者対象科目,https://sy.rikkyo.ac.jp/timetable/slbssbdr.do?value(risyunen)=2016&value(semekikn)=1&value(kougicd)=FA501&value(crclumcd)=,2016
11,33,CMP2500,多彩５,身近な物質の化学,枝元　一之,2,1,1,D201,1,nil,https://sy.rikkyo.ac.jp/timetable/slbssbdr.do?value(risyunen)=2016&value(semekikn)=1&value(kougicd)=FE112&value(crclumcd)=,2016
11,33,CMP1100,学び精神,愛について：キリスト教の倫理と哲学,宮崎　光,1,1,2,N852,2,2016年度以降1年次入学者対象科目,https://sy.rikkyo.ac.jp/timetable/slbssbdr.do?value(risyunen)=2016&value(semekikn)=1&value(kougicd)=FH033&value(crclumcd)=,2016
11,33,CMP1100,学び精神,アジア地域での平和構築,高　成鳳,1,1,2,7101,1,2016年度以降1年次入学者対象科目,https://sy.rikkyo.ac.jp/timetable/slbssbdr.do?value(risyunen)=2016&value(semekikn)=1&value(kougicd)=FH161&value(crclumcd)=,2016
11,33,CMP1100,学び精神,アジア地域での平和構築,高　成鳳,2,1,2,MB01,1,2016年度以降1年次入学者対象科目,https://sy.rikkyo.ac.jp/timetable/slbssbdr.do?value(risyunen)=2016&value(semekikn)=1&value(kougicd)=FH162&value(crclumcd)=,2016
11,33,CMP2331,多彩３ 主総Ａ３,Ｊａｐａｎｅｓｅ　Ａｒｔｓ　Ａ,フェルテンズ,1,1,2,N636,2,履修者はTOEIC550点相当以上の英語力を有することが望ましい,https://sy.rikkyo.ac.jp/timetable/slbssbdr.do?value(risyunen)=2016&value(semekikn)=1&value(kougicd)=FC403&value(crclumcd)=,2016
11,33,CMP2400,多彩４ 主総Ａ４,心の健康,井出野　尚,2,1,2,N333,2,nil,https://sy.rikkyo.ac.jp/timetable/slbssbdr.do?value(risyunen)=2016&value(semekikn)=1&value(kougicd)=FD005&value(crclumcd)=,2016
11,33,CMP2500,多彩５ 主総Ａ５,情報科学Ａ,佐藤　尚,2,1,2,5121,1,2006年度以降1年次入学者対象科目,https://sy.rikkyo.ac.jp/timetable/slbssbdr.do?value(risyunen)=2016&value(semekikn)=1&value(kougicd)=FE125&value(crclumcd)=,2016
11,33,CMP2500,多彩５ 主総Ａ５,情報科学Ｂ,佐藤　尚,1,1,2,4402,1,2006年度以降1年次入学者対象科目,https://sy.rikkyo.ac.jp/timetable/slbssbdr.do?value(risyunen)=2016&value(semekikn)=1&value(kougicd)=FE126&value(crclumcd)=,2016
11,33,CMP2200,多彩２ 主総Ａ２,情報と倫理,高橋　慈子,1,1,2,8304,1,2006年度以降1年次入学者対象科目,https://sy.rikkyo.ac.jp/timetable/slbssbdr.do?value(risyunen)=2016&value(semekikn)=1&value(kougicd)=FB120&value(crclumcd)=,2016
